"","seqnames","start","end","width","strand","Conc","Conc_V2084D.shEV","Conc_WT.shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"101","chrX",154515868,154516268,401,"*",3.80819105769224,2.91071590436697,4.35729299105299,-1.47367081418088,0.000831097109615703,0.00638787355176327,"Promoter (<=1kb)",23,154506159,154516236,10078,2,"60343","ENST00000359889.9",0,"ENSG00000071889","FAM3A","FAM3 metabolism regulating signaling molecule A","ENST00000696420.1;ENST00000696421.1;ENST00000359889.9;ENST00000322269.10;ENST00000419205.5;ENST00000369643.5;ENST00000447601.7;ENST00000621967.4;ENST00000612856.4;ENST00000434658.6;ENST00000369641.7;ENST00000393572.5;ENST00000449971.5;ENST00000416319.5;ENST00000426266.5;ENST00000440318.5;ENST00000457212.5;ENST00000412894.5;ENST00000421517.5;ENST00000497506.5;ENST00000442929.1;ENST00000492763.1;ENST00000433619.2","2539;2539;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343","30578;30578;0;0;0;0;0;0;-4456;0;0;0;0;0;0;-47;0;0;0;0;0;0;0"
"102","chr1",156601239,156601639,401,"*",4.68513114366204,4.1267347617551,5.08669985461382,-0.995071768243335,0.00206641102204896,0.0111012554276005,"Promoter (<=1kb)",1,156594301,156601479,7179,2,"54865","ENST00000368232.9",0,"ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene)","ENST00000679913.1;ENST00000680087.1;ENST00000681734.1;ENST00000679369.1;ENST00000681645.1;ENST00000680269.1;ENST00000681922.1;ENST00000680661.1;ENST00000681054.1;ENST00000681523.1;ENST00000680004.1;ENST00000679702.1;ENST00000680529.1;ENST00000681825.1;ENST00000368232.9;ENST00000438976.7;ENST00000415314.7;ENST00000494414.1;ENST00000497287.5;ENST00000463513.5;ENST00000498641.1;ENST00000529520.5;ENST00000473910.5;ENST00000531129.5;ENST00000474904.5;ENST00000498756.5;ENST00000506832.6;ENST00000527691.5;ENST00000531900.1;ENST00000525375.1","128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865","9483;9473;9473;9473;9473;0;0;0;0;0;0;0;9463;0;0;0;0;-3115;-2193;0;-4734;-4737;0;0;0;0;0;0;0;0"
"103","chr2",97094247,97094647,401,"*",4.0672292890767,3.3236230941646,4.5554927576071,-1.26276695783524,0.00129143611282011,0.00835375438586295,"Promoter (<=1kb)",2,97083890,97094820,10931,2,"151313","ENST00000474849.1",173,"ENSG00000144199","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B","ENST00000272610.3;ENST00000414820.6;ENST00000474849.1;ENST00000463096.5;ENST00000468548.1;ENST00000483657.1","151313;151313;151313;151313;151313;151313","0;0;0;0;0;0"
"104","chr11",65134510,65134910,401,"*",5.41794697489917,4.64238628159955,5.91960363544982,-1.31296739549236,1.27986979207947e-06,0.000196522957500203,"Promoter (<=1kb)",11,65127279,65134519,7241,2,"84447","ENST00000377190.8",0,"ENSG00000162298","SYVN1","synoviolin 1","ENST00000610479.1;ENST00000530451.1;ENST00000377190.8;ENST00000294256.12;ENST00000307289.10;ENST00000449943.5;ENST00000526060.5;ENST00000527765.1;ENST00000526121.5;ENST00000531018.5;ENST00000532771.5;ENST00000529207.5;ENST00000527142.5;ENST00000528487.1;ENST00000525874.1;ENST00000533685.1","102465449;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447","-4532;-4524;0;0;-30;-23;-81;-4221;-2169;-1190;-962;-1186;-894;-10;-1183;-1190"
"105","chr1",121188282,121188682,401,"*",3.58459956188543,2.32245293265688,4.24733085835886,-1.94322167521015,6.73386279603929e-05,0.00145664493947118,"Promoter (1-2kb)",1,121187102,121387966,200865,1,"653464","ENST00000304465.7",1180,"ENSG00000171943","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C","ENST00000617209.1;ENST00000367123.8;ENST00000412759.2;ENST00000613462.1;ENST00000304465.7;ENST00000369390.7;ENST00000355228.8;ENST00000619376.4;ENST00000471903.6;ENST00000452190.2;ENST00000468129.2","653464;653464;653464;653464;653464;653820;653820;653820;653820;653820;653820","3471;0;2914;2900;0;-3942;-4371;-3968;-2743;-3990;-3966"
"106","chr8",22604573,22604973,401,"*",5.03171645640913,4.51950243547344,5.40895616739707,-0.925674536599291,0.00185863303271092,0.0103755243574312,"Promoter (<=1kb)",8,22604757,22620471,15715,1,"57805","ENST00000308511.9",0,"ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2","ENST00000450780.6;ENST00000447849.2;ENST00000289989.10;ENST00000409586.7;ENST00000614574.4;ENST00000453427.2;ENST00000475994.1;ENST00000495957.1;ENST00000308511.9;ENST00000523801.5;ENST00000521301.5;ENST00000389279.7;ENST00000521837.5;ENST00000523349.5;ENST00000518989.1;ENST00000520861.5;ENST00000430850.6","541565;541565;541565;541565;541565;541565;541565;541565;57805;57805;57805;57805;57805;57805;57805;57805;64236","15299;15249;4974;4972;4972;4748;2777;2570;0;0;0;-65;-527;-746;-1627;-1935;15280"
"107","chr1",200029124,200029524,401,"*",4.12888919492559,3.64175464601913,4.49240713587578,-0.884609794260134,0.0175138695238448,0.0455531300795223,"Promoter (1-2kb)",1,200027883,200039769,11887,1,"2494","ENST00000447034.1",1241,"ENSG00000116833","NR5A2","nuclear receptor subfamily 5 group A member 2","ENST00000236914.7;ENST00000474307.1;ENST00000367362.8;ENST00000447034.1","2494;2494;2494;2494","0;0;0;0"
"108","chr17",75182743,75183143,401,"*",4.83253789693112,4.45859774045329,5.12923363855909,-0.707272339534139,0.0197846372468702,0.0496751539266289,"Promoter (<=1kb)",17,75165586,75182959,17374,2,"6613","ENST00000420826.7",0,"ENSG00000188612","SUMO2","small ubiquitin like modifier 2","ENST00000420826.7;ENST00000314523.7;ENST00000578238.2","6613;6613;6613","0;0;-180"
"109","chr2",138501600,138502000,401,"*",4.89518819253962,3.80761094806491,5.50820026859744,-1.73266946676094,1.84140285377156e-07,9.85571418848646e-05,"Promoter (<=1kb)",2,138418284,138501698,83415,2,"105373637","ENST00000431985.5",0,NA,"SPOPL-DT","SPOPL divergent transcript","ENST00000431985.5;ENST00000414911.1;ENST00000280098.9;ENST00000430968.5","105373637;105373637;339745;339745","0;0;0;0"
"110","chr3",187738945,187739345,401,"*",3.70079078816827,2.70054750923762,4.2858343727508,-1.60985928406458,0.000385540644288935,0.00409917864157792,"Promoter (1-2kb)",3,187731780,187737944,6165,2,"604","ENST00000438077.1",-1001,"ENSG00000113916","BCL6","BCL6 transcription repressor","ENST00000648485.1;ENST00000621333.4;ENST00000406870.7;ENST00000419510.6;ENST00000232014.8;ENST00000450123.6;ENST00000430339.5;ENST00000480458.5;ENST00000438077.1;ENST00000470319.1;ENST00000496823.1","122526776;604;604;604;604;604;604;604;604;604;604","-4341;0;0;-1857;-2376;-4063;-3998;0;-1001;0;0"
"111","chr19",41397533,41397933,401,"*",4.85939869255265,4.49488850817947,5.15013856498471,-0.691975639686768,0.0223294690692308,0.0539808935441864,"Promoter (<=1kb)",19,41397808,41422207,24400,1,"593","ENST00000538423.5",0,"ENSG00000248098","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","ENST00000593771.2;ENST00000221233.9;ENST00000602129.2;ENST00000596905.1;ENST00000593523.2;ENST00000604424.1;ENST00000540732.3;ENST00000538423.5;ENST00000269980.7;ENST00000542943.5;ENST00000457836.6","56915;56915;56915;56915;56915;593;593;593;593;593;593","-183;-174;-177;-191;-171;0;0;0;0;0;0"
"112","chr14",74954191,74954591,401,"*",4.35808301265207,3.70150083001872,4.8076397442235,-1.13933341530416,0.00143663580187067,0.00887424543261997,"Promoter (<=1kb)",14,74942494,74954234,11741,2,"5228","ENST00000557748.5",0,"ENSG00000119630","PGF","placental growth factor","ENST00000555567.6;ENST00000553716.5;ENST00000238607.10;ENST00000557748.5;ENST00000405431.2;ENST00000556939.5;ENST00000555234.1","5228;5228;5228;5228;5228;5228;5228","0;0;0;0;0;0;0"
"113","chr16",527346,527746,401,"*",3.83432654656348,3.32488689438182,4.21006638168625,-0.91765336384599,0.0264748795295914,0.0609626371170625,"Promoter (<=1kb)",16,525155,527407,2253,2,"64493","ENST00000622160.1",0,NA,"LINC00235","long intergenic non-protein coding RNA 235","ENST00000622160.1;ENST00000219611.7;ENST00000562370.5;ENST00000567216.5;ENST00000568988.5;ENST00000262305.9;ENST00000434585.5;ENST00000450428.5","64493;6650;6650;6650;6650;9727;9727;9727","0;0;0;-2;-77;101697;100967;52496"
"114","chr6",42453050,42453450,401,"*",4.98877677243827,4.17048397895869,5.50770197967741,-1.37152903625949,7.24981131605128e-06,0.000486776757647271,"Promoter (<=1kb)",6,42224931,42452051,227121,2,"55809","ENST00000541110.5",-999,"ENSG00000124496","TRERF1","transcriptional regulating factor 1","ENST00000695948.1;ENST00000695966.1;ENST00000541110.5;ENST00000372922.8;ENST00000372917.9;ENST00000695947.1;ENST00000340840.6;ENST00000354325.2","55809;55809;55809;55809;55809;55809;55809;55809","-1124;-1124;-999;-1005;-1164;-1164;-1789;-1789"
"115","chr17",47821611,47822011,401,"*",3.857625783871,2.58447998981174,4.52323995155828,-1.96047871776123,1.48726748314234e-05,0.000680497708124456,"Promoter (<=1kb)",17,47807372,47821794,14423,2,"114881","ENST00000007414.8",0,"ENSG00000006025","OSBPL7","oxysterol binding protein like 7","ENST00000007414.8;ENST00000583167.5;ENST00000392507.7;ENST00000579728.5;ENST00000613735.4;ENST00000580140.5;ENST00000580808.1;ENST00000584698.1;ENST00000580226.5;ENST00000585051.1;ENST00000351111.7;ENST00000290208.11;ENST00000414011.1;ENST00000421763.5;ENST00000466016.5","114881;114881;114881;114881;114881;114881;114881;114881;114881;114881;124995;124995;124995;124995;124995","0;-4610;0;-753;0;0;-4687;-2473;0;0;9530;7662;9523;9519;9512"
"116","chrX",154762930,154763330,401,"*",4.24730387191101,3.58238106656939,4.70071877790037,-1.1510072518066,0.00180558942502286,0.0102114073321844,"Promoter (<=1kb)",23,154762951,154777663,14713,1,"1736","ENST00000696587.1",0,"ENSG00000130826","DKC1","dyskerin pseudouridine synthase 1","ENST00000620277.4;ENST00000413910.6;ENST00000426673.6;ENST00000475423.1;ENST00000696575.1;ENST00000696576.1;ENST00000696577.1;ENST00000696578.1;ENST00000696579.1;ENST00000369550.10;ENST00000696580.1;ENST00000696581.1;ENST00000696582.1;ENST00000696583.1;ENST00000473552.1;ENST00000696627.1;ENST00000696628.1;ENST00000696584.1;ENST00000696585.1;ENST00000696586.1;ENST00000696587.1;ENST00000696588.1;ENST00000437719.5;ENST00000412124.5;ENST00000484317.6;ENST00000696589.1;ENST00000696590.1","1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-909;-1597;-3686;-4547;-4557;-4708"
"117","chr13",19957544,19957944,401,"*",3.70119182724652,3.08982502212839,4.12925244237461,-1.06985531314791,0.0136634681695584,0.0385014664892203,"Promoter (<=1kb)",13,19958677,20019963,61287,1,"7750","ENST00000382881.7",-733,"ENSG00000121741","ZMYM2","zinc finger MYM-type containing 2","ENST00000382881.7;ENST00000382874.6;ENST00000610343.5;ENST00000382871.3;ENST00000620447.1","7750;7750;7750;7750;7750","-733;-764;-783;-839;-1915"
"118","chr17",30709984,30710384,401,"*",3.64364913702258,2.80578323488983,4.17024829145209,-1.39115270837449,0.00219142439651266,0.0115314475336718,"Promoter (<=1kb)",17,30709608,30768876,59269,1,"440423","ENST00000579526.5",376,NA,"SUZ12P1","SUZ12 pseudogene 1","ENST00000578070.5;ENST00000579526.5","440423;440423","0;0"
"119","chr12",64222133,64222533,401,"*",4.85711132474492,4.49064403449792,5.1490925150477,-0.695171999951363,0.0204230851514985,0.0507206223177809,"Promoter (<=1kb)",12,64186316,64222265,35950,2,"144577","ENST00000311915.12",0,"ENSG00000174206","KICS2","KICSTOR subunit 2","ENST00000311915.12;ENST00000398055.8;ENST00000544871.1;ENST00000540673.1","144577;144577;144577;144577","0;0;0;0"
"120","chr16",70251757,70252157,401,"*",4.64317100215742,3.6979214073875,5.2094116957477,-1.54349074609968,9.63476193048415e-06,0.000548127542889117,"Promoter (<=1kb)",16,70246778,70251940,5163,2,"118460","ENST00000435634.3",0,"ENSG00000223496","EXOSC6","exosome component 6","ENST00000435634.3;ENST00000675643.1;ENST00000674963.1;ENST00000675917.1;ENST00000674691.1;ENST00000261772.13;ENST00000675270.1;ENST00000676004.1;ENST00000675691.1;ENST00000675953.1;ENST00000676040.1;ENST00000676211.1;ENST00000676209.1;ENST00000675569.1;ENST00000674512.1;ENST00000674652.1;ENST00000674811.1;ENST00000675120.1;ENST00000675133.1;ENST00000675035.1;ENST00000675045.1;ENST00000675403.1;ENST00000676168.1;ENST00000676212.1;ENST00000675588.1;ENST00000565361.3;ENST00000675853.1;ENST00000569825.2;ENST00000675751.1;ENST00000674768.1;ENST00000675297.1;ENST00000674848.1;ENST00000674962.1;ENST00000675371.1;ENST00000675986.1;ENST00000676247.1;ENST00000676065.1;ENST00000564359.6","118460;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16","0;0;0;0;37550;37349;27166;37375;37390;37390;37390;37390;37398;37400;37398;37398;37398;37398;37398;37400;37400;37400;37400;37400;3028;37400;37400;2976;37390;37398;37398;37400;37400;37400;37400;37422;4173;37400"
"121","chr19",55301751,55302151,401,"*",3.90708770166182,3.52313682446256,4.21003713283703,-0.721199217992109,0.0680484625487423,0.121312509414312,"Promoter (<=1kb)",19,55302066,55304073,2008,1,"84446","ENST00000591774.5",0,"ENSG00000160469","BRSK1","BR serine/threonine kinase 1","ENST00000590333.5;ENST00000309383.6;ENST00000585418.1;ENST00000591774.5;ENST00000326848.7;ENST00000586626.1;ENST00000588584.1","84446;84446;84446;84446;84446;84446;84446","0;0;0;0;-83;-995;-1897"
"122","chr16",86508694,86509094,401,"*",3.64292328596315,2.16843369964821,4.35674164705014,-2.20304425193216,1.36861265841994e-05,0.000656032381035688,"Promoter (<=1kb)",16,86474529,86508860,34332,2,"400550","ENST00000595886.1",0,"ENSG00000268388","FENDRR","FOXF1 adjacent non-coding developmental regulatory RNA","ENST00000262426.6;ENST00000595886.1;ENST00000659545.1;ENST00000667117.1;ENST00000659025.1;ENST00000662100.1;ENST00000671115.1;ENST00000659486.1;ENST00000669311.1;ENST00000598996.3;ENST00000593604.2;ENST00000599749.5;ENST00000597578.1","2294;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550","-1433;0;0;0;0;0;0;0;0;0;0;0;0"
"123","chr5",69559990,69560390,401,"*",4.32289409065206,3.64532572962834,4.78209676749981,-1.16962286253704,0.00131594176285733,0.00844230720671451,"Promoter (<=1kb)",5,69560191,69595221,35031,1,"728340","ENST00000380729.8",0,"ENSG00000183474","GTF2H2C","GTF2H2 family member C","ENST00000355237.6;ENST00000681041.1;ENST00000680784.1;ENST00000396442.7;ENST00000681895.1;ENST00000681588.1;ENST00000681586.1;ENST00000680027.1;ENST00000680496.1;ENST00000538151.2;ENST00000380729.8;ENST00000512736.5;ENST00000514069.6;ENST00000511629.6;ENST00000502619.5;ENST00000506129.5;ENST00000510979.5;ENST00000514162.5;ENST00000505737.2;ENST00000446221.6;ENST00000508325.5;ENST00000507595.1;ENST00000502599.1;ENST00000503604.1","100506658;100506658;100506658;100506658;100506658;100506658;100506658;100506658;100506658;100506658;728340;728340;728340;728340;728340;728340;728340;728340;728340;728340;728340;728340;728340;728340","67698;67217;67200;67200;67189;67113;66438;66317;66296;55813;0;0;0;0;0;0;0;0;0;0;-2262;-4732;-4743;-4979"
"124","chr3",194070670,194071070,401,"*",3.80837323344264,2.91016523230628,4.35774394865699,-1.47467121064857,0.000746623322005913,0.00597713448339178,"Promoter (<=1kb)",3,194005456,194070970,65515,2,"285389","ENST00000458224.5",0,"ENSG00000230102","LINC02028","long intergenic non-protein coding RNA 2028","ENST00000615650.4;ENST00000655827.1;ENST00000615240.1;ENST00000626476.3;ENST00000654490.1;ENST00000658493.1;ENST00000458224.5;ENST00000667864.1;ENST00000663517.1;ENST00000657966.1;ENST00000449350.6;ENST00000668599.1;ENST00000653573.1;ENST00000670206.1;ENST00000593326.6;ENST00000432154.5;ENST00000629693.1","102724877;102724877;102724877;285389;285389;285389;285389;285389;285389;285389;285389;285389;285389;285389;285389;285389;285389","0;0;0;-1088;-1031;-1117;0;-1215;-850;0;0;-1112;0;-1093;-1117;-1141;-1255"
"125","chr8",21920207,21920607,401,"*",4.12947041230965,3.45943832106844,4.5852327061176,-1.15784291431553,0.00236899730389047,0.0121486483208698,"Promoter (<=1kb)",8,21919760,21969896,50137,1,"23039","ENST00000519769.5",447,"ENSG00000130227","XPO7","exportin 7","ENST00000252512.14;ENST00000521303.5;ENST00000519769.5;ENST00000518017.1;ENST00000520754.1","23039;23039;23039;23039;23039","0;0;0;-807;-849"
"126","chr9",136948119,136948519,401,"*",3.61478638101401,3.08667661622535,4.00053466940055,-0.945016107442798,0.0350574075694705,0.0748240191408102,"Promoter (1-2kb)",9,136949551,136953074,3524,1,"286256","ENST00000484304.1",-1032,"ENSG00000184925","LCN12","lipocalin 12","ENST00000484304.1;ENST00000371633.8;ENST00000470501.5;ENST00000492820.5;ENST00000491316.5;ENST00000495410.1;ENST00000491603.5;ENST00000463714.2;ENST00000496895.1;ENST00000471615.6;ENST00000371632.7;ENST00000483559.5;ENST00000459905.5;ENST00000325285.8;ENST00000480818.3;ENST00000491246.4;ENST00000428398.5;ENST00000443788.1;ENST00000649755.1;ENST00000371634.7;ENST00000647910.1;ENST00000649480.1;ENST00000484376.1;ENST00000465773.1","286256;286256;286256;286256;286256;286256;286256;286256;286256;286256;286256;54461;54461;54461;54461;54461;54461;54461;733;733;733;733;733;733","-1032;-3754;-3797;-3857;-3884;-4148;-4373;-4373;-4402;-4433;-4457;-3431;-3423;-3381;-3964;-3499;-3432;-3585;2934;2876;2873;2680;1980;1685"
"127","chrX",115561189,115561589,401,"*",4.44255686716351,3.52226741135777,4.99993951411845,-1.50884553951816,3.4813205636506e-05,0.00101899340810729,"Promoter (<=1kb)",23,115561228,115649758,88531,1,"5358","ENST00000289290.7",0,"ENSG00000102024","PLS3","plastin 3","ENST00000607680.5;ENST00000606397.1;ENST00000489283.5;ENST00000355899.8;ENST00000626746.2;ENST00000289290.7","101927352;101927352;5358;5358;5358;5358","0;0;0;0;0;0"
"128","chr5",108380476,108380876,401,"*",4.06586588706446,3.24737123079694,4.58487098038728,-1.36753789778411,0.000500776651214719,0.00474983397839359,"Promoter (<=1kb)",5,108364823,108380963,16141,2,"64839","ENST00000518486.1",87,"ENSG00000145743","FBXL17","F-box and leucine rich repeat protein 17","ENST00000542267.7;ENST00000518486.1","64839;64839","0;0"
"129","chr18",31942901,31943301,401,"*",4.68654982989098,3.85691697505503,5.20993873629479,-1.38614001650624,3.43806310690701e-05,0.00101266094625297,"Promoter (<=1kb)",18,31829197,31943128,113932,2,"22878","ENST00000283351.10",0,"ENSG00000153339","TRAPPC8","trafficking protein particle complex subunit 8","ENST00000283351.10;ENST00000580104.5;ENST00000582539.5;ENST00000582513.5;ENST00000578658.1;ENST00000584876.1","22878;22878;22878;22878;22878;22878","0;0;0;0;-3439;0"
"130","chr18",55587457,55587857,401,"*",3.49269170619564,1.32436069220604,4.32256733243416,-2.98871956531391,3.74399349408589e-07,0.000125243268079841,"Promoter (<=1kb)",18,55222335,55587349,365015,2,"6925","ENST00000638154.3",-108,"ENSG00000196628","TCF4","transcription factor 4","ENST00000654829.1;ENST00000354452.8;ENST00000616053.4;ENST00000356073.8;ENST00000636400.2;ENST00000638154.3;ENST00000637115.2;ENST00000635822.2;ENST00000636751.2;ENST00000564999.5;ENST00000629387.2;ENST00000568673.5;ENST00000540999.5;ENST00000537578.5;ENST00000568740.5;ENST00000567880.5;ENST00000566286.5;ENST00000566279.5;ENST00000565018.6;ENST00000564403.6;ENST00000398339.5;ENST00000627136.2;ENST00000566514.5;ENST00000630319.2;ENST00000568169.5;ENST00000565908.6;ENST00000627685.2;ENST00000626595.2;ENST00000626425.2;ENST00000563824.5;ENST00000568147.5;ENST00000563888.6;ENST00000564343.5;ENST00000627784.2;ENST00000562543.5;ENST00000562847.5;ENST00000569357.4;ENST00000674598.1;ENST00000627320.2;ENST00000630224.2;ENST00000565124.4;ENST00000627568.2;ENST00000637941.1;ENST00000628391.1;ENST00000565393.2","105372130;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925;6925","0;0;0;0;0;-108;0;0;0;0;0;-1549;-1352;0;0;-341;0;0;0;0;0;-1601;-1595;-1976;0;0;-1215;0;-1605;-1684;-1489;-1353;0;0;0;-1491;0;0;0;0;0;0;0;0;0"
"131","chr6",27892944,27893344,401,"*",4.52488902773433,4.17314912891007,4.80746113929326,-0.670509728169439,0.0421104620929281,0.0853093204700791,"Promoter (<=1kb)",6,27892699,27893185,487,2,"8336","ENST00000359611.4",0,"ENSG00000278677","H2AC17","H2A clustered histone 17","ENST00000359611.4;ENST00000616182.2;ENST00000359303.4","8336;8348;8356","0;-81;-2118"
"132","chr6_GL000251v2_alt",4688311,4688711,401,"*",3.39324822220428,1.80707009970987,4.1304568178588,-2.33050803163308,3.87398284255902e-05,0.00107672582477237,"Promoter (<=1kb)",161,4688613,4690306,1694,1,"8705","ENST00000415322.4",0,"ENSG00000235863","B3GALT4","beta-1,3-galactosyltransferase 4","ENST00000454021.6;ENST00000486781.5;ENST00000473242.5;ENST00000484321.5;ENST00000472979.5;ENST00000475634.5;ENST00000464602.1;ENST00000461925.1;ENST00000461476.5;ENST00000448042.2;ENST00000488583.5;ENST00000492921.1;ENST00000415322.4;ENST00000484137.5;ENST00000461806.5;ENST00000466026.5;ENST00000432933.6;ENST00000497444.1;ENST00000456332.1","6222;6222;6222;6222;6222;6222;6222;6222;6293;6293;6293;6293;8705;9277;9277;9277;9277;9277;9277","4820;4755;4742;4734;4731;4698;1509;964;-4954;-4936;-4783;-4946;0;3292;3621;3681;12301;10203;11661"
"133","chr3",32239531,32239931,401,"*",4.28564435930373,3.64261984684159,4.72885946726204,-1.11927768254511,0.00252687637463516,0.0126441704618536,"Promoter (<=1kb)",3,32238680,32370321,131642,1,"152189","ENST00000307526.4",851,"ENSG00000170293","CMTM8","CKLF like MARVEL transmembrane domain containing 8","ENST00000458535.6;ENST00000307526.4","152189;152189","0;0"
"134","chr14",24195563,24195963,401,"*",4.61434627349674,3.90541930220649,5.08758770160227,-1.21593676400339,0.00032539044701171,0.00373440463778984,"Promoter (<=1kb)",14,24189401,24195637,6237,2,"10548","ENST00000524835.5",0,"ENSG00000100926","TM9SF1","transmembrane 9 superfamily member 1","ENST00000528669.5;ENST00000261789.9;ENST00000530611.1;ENST00000529332.5;ENST00000524835.5;ENST00000532632.1;ENST00000396854.8;ENST00000531406.1;ENST00000528895.5;ENST00000530563.1;ENST00000530468.5;ENST00000525592.1;ENST00000528010.1","10548;10548;10548;10548;10548;10548;10548;10548;10548;10548;10548;10548;10548","-155;-122;0;-110;0;-146;0;-2450;-213;-229;0;0;0"
"135","chr3",52231386,52231786,401,"*",3.64372979961634,3.3218418309014,3.90673745404848,-0.619093430995339,0.1457942276746,0.215919303267315,"Promoter (<=1kb)",3,52221081,52231190,10110,2,"54106","ENST00000494383.1",-196,"ENSG00000239732","TLR9","toll like receptor 9","ENST00000678352.1;ENST00000678838.1;ENST00000305533.10;ENST00000679180.1;ENST00000678882.1;ENST00000676989.1;ENST00000678549.1;ENST00000679296.1;ENST00000676552.1;ENST00000678700.1;ENST00000678681.1;ENST00000676800.1;ENST00000677127.1;ENST00000499914.2;ENST00000472755.2;ENST00000678330.1;ENST00000676988.1;ENST00000677058.1;ENST00000494383.1;ENST00000478201.1","11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;11344;54106;54106","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-196;-1613"
"136","chr11",119321455,119321855,401,"*",4.35724467891915,3.75465796210785,4.78101420061145,-1.06003918003992,0.00274083134324346,0.0132534831060867,"Promoter (<=1kb)",11,119314893,119321521,6629,2,"4162","ENST00000530144.6",0,"ENSG00000076706","MCAM","melanoma cell adhesion molecule","ENST00000264036.6;ENST00000528533.5;ENST00000525586.5;ENST00000530706.5;ENST00000529295.5;ENST00000530006.5;ENST00000530937.5;ENST00000528502.5;ENST00000529686.5;ENST00000526190.5;ENST00000525555.5;ENST00000534522.5;ENST00000530144.6","4162;4162;4162;4162;4162;4162;4162;4162;4162;4162;4162;4162;4162","-4325;-4325;-3078;-4325;-4613;-4326;-4325;-4325;-4325;-4325;-4325;-2564;0"
"137","chr9",114587550,114587950,401,"*",4.55442987474704,4.08617631495014,4.90737017236317,-0.856602359187813,0.00991370372847256,0.0310790449457675,"Promoter (<=1kb)",9,114587706,114598384,10679,1,"9550","ENST00000677115.1",0,"ENSG00000136888","ATP6V1G1","ATPase H+ transporting V1 subunit G1","ENST00000677115.1;ENST00000677452.1;ENST00000678234.1;ENST00000374050.4;ENST00000473413.1;ENST00000677498.1;ENST00000679150.1;ENST00000677543.1","9550;9550;9550;9550;9550;9550;9550;9550","0;0;0;0;0;0;0;-3919"
"138","chr12",57905316,57905716,401,"*",4.32233572601859,3.75465543522493,4.72865386059379,-1.00786890044934,0.00477809381884097,0.0190523694142929,"Promoter (<=1kb)",12,57906039,57959148,53110,1,"91419","ENST00000647763.1",-323,"ENSG00000166896","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog","ENST00000647763.1","91419","-323"
"139","chr8",96160674,96161074,401,"*",4.33863621053008,3.64008805925474,4.80728000070792,-1.19995183291054,0.000856486096265887,0.00651909936079815,"Promoter (<=1kb)",8,96142333,96160806,18474,2,"392255","ENST00000287020.7",0,"ENSG00000156466","GDF6","growth differentiation factor 6","ENST00000287020.7","392255","0"
"140","chr15",74433654,74434054,401,"*",4.73938831529025,4.24330016089956,5.10784748707202,-0.900228568065357,0.00464392214142658,0.0186723746459206,"Promoter (<=1kb)",15,74409289,74433958,24670,2,"8482","ENST00000261918.9",0,"ENSG00000138623","SEMA7A","semaphorin 7A (John Milton Hagen blood group)","ENST00000261918.9;ENST00000542748.6;ENST00000543145.6","8482;8482;8482","0;0;0"
"141","chr9",96619189,96619589,401,"*",4.20975833860777,3.70147787334796,4.58487017769576,-0.917403086804687,0.012059270999694,0.0354641010419573,"Promoter (<=1kb)",9,96500108,96619363,119256,2,"8555","ENST00000412285.6",0,"ENSG00000081377","CDC14B","cell division cycle 14B","ENST00000474602.5;ENST00000412285.6;ENST00000375241.6;ENST00000375240.7;ENST00000463569.5;ENST00000415608.1;ENST00000496750.5;ENST00000463547.5","8555;8555;8555;8555;8555;8555;8555;8555","0;0;0;0;0;-583;0;-446"
