"","seqnames","start","end","width","strand","Conc","Conc_V2084D.shEV","Conc_WT.shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"6172","chr11",64924297,64924697,401,"*",4.50713653588026,4.04174158990591,4.85845642051041,-0.852029542518623,0.0109896457215373,0.0332365206639832,"Promoter (<=1kb)",11,64924689,64934475,9787,1,"5526","ENST00000164133.7",0,"ENSG00000068971","PPP2R5B","protein phosphatase 2 regulatory subunit B'beta","ENST00000413292.1;ENST00000526559.5;ENST00000164133.7;ENST00000532850.1;ENST00000528530.1","5526;5526;5526;5526;5526","0;0;0;-24;-3037"
"5015","chr22",41285417,41285817,401,"*",3.78167915576054,3.08966546464776,4.2474036834031,-1.18754863307113,0.00585610203597142,0.0217984264544083,"Promoter (<=1kb)",22,41280933,41285905,4973,2,"5905","ENST00000422838.1",88,"ENSG00000100401","RANGAP1","Ran GTPase activating protein 1","ENST00000356244.8;ENST00000405486.5;ENST00000455915.6;ENST00000452543.5;ENST00000418067.1;ENST00000422838.1","5905;5905;5905;5905;5905;5905","0;0;-2903;-3796;-3779;0"
"1362","chr11",73309190,73309590,401,"*",4.22901834156181,3.39182596304237,4.75535582915724,-1.3943366908293,0.000211723113059589,0.00290090178751858,"Promoter (<=1kb)",11,73307235,73309361,2127,2,"100287837","ENST00000546324.1",0,"ENSG00000257038","ARHGEF17-AS1","ARHGEF17 antisense RNA 1","ENST00000546324.1;ENST00000679753.1;ENST00000263674.4;ENST00000544519.1","100287837;5031;9828;9828","0;44685;0;-1975"
"7606","chr17",7887718,7888118,401,"*",4.54083824077263,4.13203743997001,4.85901133416264,-0.762778662461163,0.0212342504560295,0.0521227165176592,"Promoter (<=1kb)",17,7887760,7889776,2017,1,"1107","ENST00000671866.1",0,"ENSG00000170004","CHD3","chromodomain helicase DNA binding protein 3","ENST00000700753.1;ENST00000380358.9;ENST00000672274.1;ENST00000672838.1;ENST00000671866.1;ENST00000330494.12;ENST00000358181.8;ENST00000570758.1;ENST00000574022.1;ENST00000452447.1;ENST00000576861.5;ENST00000570555.1","1107;1107;1107;1107;1107;1107;1107;1107;1107;1107;84316;84316","0;0;0;0;0;-671;-673;-1600;-2306;-2617;0;0"
"150","chr18",23689451,23689851,401,"*",4.62977224507249,3.58868535335976,5.22817439942578,-1.67054522678283,2.0680575118651e-06,0.000253821941297617,"Promoter (<=1kb)",18,23689453,23955066,265614,1,"3909","ENST00000313654.14",0,"ENSG00000053747","LAMA3","laminin subunit alpha 3","ENST00000313654.14;ENST00000585600.5;ENST00000399516.7","3909;3909;3909","0;0;0"
"13035","chr19",632966,633366,401,"*",3.08780994931761,2.70056495965257,3.39280185971242,-0.722816020643459,0.168678085045766,0.241549790370297,"Promoter (<=1kb)",19,629636,633525,3890,2,"5442","ENST00000592863.2",159,"ENSG00000099821","POLRMT","RNA polymerase mitochondrial","ENST00000588649.7;ENST00000590573.4;ENST00000592863.2","5442;5442;5442","0;0;0"
"352","chr2",127107247,127107647,401,"*",4.30359614684816,3.24737121788805,4.90682367749023,-1.68834793545873,1.10019027405676e-05,0.00058080912737647,"Promoter (<=1kb)",2,127048027,127107288,59262,2,"274","ENST00000259238.8",0,"ENSG00000136717","BIN1","bridging integrator 1","ENST00000376113.6;ENST00000259238.8;ENST00000346226.7;ENST00000348750.8;ENST00000351659.7;ENST00000352848.7;ENST00000357970.7;ENST00000393040.7;ENST00000393041.7;ENST00000316724.10;ENST00000409400.1","274;274;274;274;274;274;274;274;274;274;274","0;0;0;0;0;0;0;0;0;0;0"
"495","chr1",10210558,10210958,401,"*",3.90615588195631,2.69943059793962,4.55393002849543,-1.87787589443726,2.16538729245922e-05,0.000812670604998621,"Promoter (<=1kb)",1,10210570,10308597,98028,1,"23095","ENST00000377093.9",0,"ENSG00000054523","KIF1B","kinesin family member 1B","ENST00000377093.9;ENST00000696500.1;ENST00000676179.1;ENST00000696501.1;ENST00000263934.10;ENST00000696502.1;ENST00000696503.1;ENST00000696504.1;ENST00000377086.5","23095;23095;23095;23095;23095;23095;23095;23095;23095","0;0;0;0;0;0;0;0;-658"
"10683","chr6",109383857,109384257,401,"*",3.52323915271034,3.08667023226224,3.85793352397637,-0.803305938654172,0.0732472433848621,0.127995908132526,"Promoter (1-2kb)",6,109366514,109382467,15954,2,"8763","ENST00000310786.10",-1390,"ENSG00000135535","CD164","CD164 molecule","ENST00000504373.2;ENST00000413644.6;ENST00000310786.10;ENST00000275080.11;ENST00000324953.9;ENST00000499860.6;ENST00000512821.5;ENST00000506649.5;ENST00000512212.1","8763;8763;8763;8763;8763;8763;8763;8763;8763","-2118;-1400;-1390;-1413;-1413;-3341;-1447;-1956;-1446"
"6174","chr6",28399653,28400053,401,"*",4.52432943530824,4.04617383508486,4.88284405258405,-0.871907813403822,0.0109916332862522,0.0332365206639832,"Promoter (<=1kb)",6,28378955,28399734,20780,2,"9753","ENST00000361028.5",0,"ENSG00000158691","ZSCAN12","zinc finger and SCAN domain containing 12","ENST00000361028.5;ENST00000396827.3;ENST00000684592.1","9753;9753;9753","0;0;0"
"646","chr17",7857320,7857720,401,"*",5.17037556984859,4.49064695851408,5.63055960831405,-1.17554137724147,3.58470672942461e-05,0.00103368788132659,"Promoter (<=1kb)",17,7856685,7857559,875,2,"84316","ENST00000575771.6",0,"ENSG00000183011","NAA38","N-alpha-acetyltransferase 38, NatC auxiliary subunit","ENST00000571846.5;ENST00000574357.1;ENST00000332439.5;ENST00000570446.1;ENST00000573940.1;ENST00000574196.1;ENST00000448097.7;ENST00000254846.9;ENST00000575771.6;ENST00000575071.5;ENST00000333775.9;ENST00000575208.2;ENST00000576861.5;ENST00000576384.1;ENST00000570555.1;ENST00000574668.1;ENST00000301599.7","124637;124637;124637;124637;124637;124637;23135;23135;84316;84316;84316;84316;84316;84316;84316;92162;92162","-26;-283;-283;-310;-563;-565;0;0;0;0;0;0;0;-57;0;0;0"
"2539","chr16",14013676,14014076,401,"*",4.18906652080278,3.45856314643771,4.67171493953344,-1.24486434457326,0.000930216080439879,0.00683906219725877,"Promoter (1-2kb)",16,14013031,14016001,2971,2,"101927311","ENST00000576797.1",1925,NA,"LINC02185","long intergenic non-protein coding RNA 2185","ENST00000668908.2;ENST00000654412.1;ENST00000575424.3;ENST00000662675.1;ENST00000576797.1;ENST00000575767.1","101927311;101927311;101927311;101927311;101927311;101927348","0;0;0;0;0;7001"
"4454","chr3",179563042,179563442,401,"*",4.10769223706782,3.45476758160743,4.55554675768557,-1.13294557838714,0.00412867640921821,0.0173031938828882,"Promoter (<=1kb)",3,179562959,179570241,7283,1,"86","ENST00000490364.1",83,"ENSG00000136518","ACTL6A","actin like 6A","ENST00000450518.6;ENST00000392662.5;ENST00000491202.5;ENST00000468767.6;ENST00000429709.7;ENST00000494843.5;ENST00000490364.1","86;86;86;86;86;86;86","0;0;0;0;0;0;0"
"8948","chr16",3045194,3045594,401,"*",3.28476784095735,2.69841504961144,3.70049998344999,-1.03016295945972,0.0380215310134158,0.0793265659340341,"Promoter (<=1kb)",16,3046062,3060717,14656,1,"64386","ENST00000612971.2",-468,"ENSG00000008516","MMP25","matrix metallopeptidase 25","ENST00000576250.6;ENST00000612971.2;ENST00000336577.9;ENST00000570755.1","100507419;64386;64386;64386","0;0;0;-1937"
"4531","chr3",39177736,39178136,401,"*",3.93161242660203,3.24728340131877,4.39387924429227,-1.1774483861849,0.00434945669128501,0.0179188404389472,"Promoter (<=1kb)",3,39177761,39179586,1826,1,"105377035","ENST00000669199.1",0,NA,"LOC105377035","uncharacterized LOC105377035","ENST00000641308.1;ENST00000669199.1","101928263;105377035","0;0"
"780","chr4",41256893,41257293,401,"*",4.45905920084007,3.58329261142833,5.00011383333863,-1.44850238484306,5.40144331116861e-05,0.00129157431288187,"Promoter (<=1kb)",4,41256908,41268428,11521,1,"7345","ENST00000381760.8",0,"ENSG00000154277","UCHL1","ubiquitin C-terminal hydrolase L1","ENST00000507190.1;ENST00000510073.1;ENST00000514924.5;ENST00000503431.5;ENST00000381760.8;ENST00000512419.5;ENST00000284440.9;ENST00000505232.5;ENST00000504818.5;ENST00000508768.5;ENST00000512788.1;ENST00000472501.5;ENST00000514764.5;ENST00000510566.1","101410542;101410542;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345","-166;-172;0;0;0;0;0;0;0;0;0;0;-3346;-4446"
"4815","chr17",45147874,45148274,401,"*",5.02384569939477,4.58759097844069,5.35835594805973,-0.807362440516494,0.00522606769295232,0.0202609122204452,"Promoter (<=1kb)",17,45148475,45152099,3625,1,"10614","ENST00000332499.4",-201,"ENSG00000186834","HEXIM1","HEXIM P-TEFb complex subunit 1","ENST00000332499.4;ENST00000589950.1;ENST00000452741.2;ENST00000431281.5;ENST00000591859.5;ENST00000586346.5;ENST00000585553.5;ENST00000321854.13;ENST00000398322.7;ENST00000592162.5;ENST00000376955.8","10614;112268203;112268203;79777;79777;79777;79777;79777;79777;79777;79777","-201;0;0;0;0;12227;12225;12187;12187;12184;12180"
"9394","chr19",38899505,38899905,401,"*",4.75664124728382,4.42926213931308,5.02329825321721,-0.630827204472316,0.0452920943314565,0.0900022368984619,"Promoter (<=1kb)",19,38878555,38899862,21308,2,"22933","ENST00000358931.9",0,"ENSG00000068903","SIRT2","sirtuin 2","ENST00000358931.9;ENST00000392081.6;ENST00000249396.12;ENST00000414941.5;ENST00000420440.5;ENST00000443898.5;ENST00000407552.5;ENST00000491960.5;ENST00000476771.5;ENST00000451193.5;ENST00000423526.5;ENST00000437828.5;ENST00000447739.1;ENST00000481381.1;ENST00000576510.5;ENST00000392079.7;ENST00000572515.5;ENST00000313582.6;ENST00000575359.5;ENST00000509705.3","22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;4793;4793;4793;4793;4793;4793","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47;-64;-73;-75"
"2473","chr10",113855649,113856049,401,"*",4.08698590538398,3.32009272080196,4.5850512034837,-1.29573245857929,0.00087933694599715,0.00663767884660338,"Promoter (<=1kb)",10,113854824,113858852,4029,1,"374354","ENST00000468890.1",825,"ENSG00000196865","NHLRC2","NHL repeat containing 2","ENST00000692647.1;ENST00000369301.3;ENST00000468890.1;ENST00000361384.7;ENST00000369305.1;ENST00000476112.1","107984271;374354;374354;9937;9937;9937","0;0;0;-1567;0;0"
"5168","chr17",7573204,7573604,401,"*",4.68678478466652,4.20874238354821,5.04523601398739,-0.872157228603115,0.00648145894459264,0.0234122332282916,"Promoter (<=1kb)",17,7573235,7577619,4385,1,"1973","ENST00000584860.5",0,"ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1","ENST00000614237.1;ENST00000584054.5;ENST00000293831.13;ENST00000580886.5;ENST00000580461.5;ENST00000584712.5;ENST00000578476.5;ENST00000582169.5;ENST00000578754.5;ENST00000578495.5;ENST00000396527.7;ENST00000581621.1;ENST00000579139.1;ENST00000579085.5;ENST00000582213.5;ENST00000583899.5;ENST00000582848.5;ENST00000585024.5;ENST00000583802.5;ENST00000584901.5;ENST00000581544.5;ENST00000577269.5;ENST00000584784.5;ENST00000582746.5;ENST00000584860.5;ENST00000581770.5;ENST00000577738.5;ENST00000581384.5;ENST00000577929.1;ENST00000578324.5;ENST00000577731.1;ENST00000583389.5;ENST00000578569.1;ENST00000583217.1;ENST00000581841.1;ENST00000582050.1;ENST00000581808.1;ENST00000321337.12;ENST00000429205.6;ENST00000580231.5;ENST00000619785.1;ENST00000610454.4;ENST00000582789.5;ENST00000581093.1;ENST00000384423.1;ENST00000386847.1;ENST00000584798.1;ENST00000459579.1","100533955;100533955;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;26168;26168;26168;26168;26168;26168;26168;26781;652965;652965;652966","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-118;-240;-655;-1584;-2928;-3544;-3603;-3962;-4031;-4083;0;0;8361;7740;6256;2848;2848;-4351;-1109;-1142;-3207"
"2420","chrX",154515868,154516268,401,"*",3.80818678556845,2.91069684439129,4.35729414441905,-1.47369099210522,0.000825863666055662,0.0063705096916933,"Promoter (<=1kb)",23,154506159,154516236,10078,2,"60343","ENST00000359889.9",0,"ENSG00000071889","FAM3A","FAM3 metabolism regulating signaling molecule A","ENST00000696420.1;ENST00000696421.1;ENST00000359889.9;ENST00000322269.10;ENST00000419205.5;ENST00000369643.5;ENST00000447601.7;ENST00000621967.4;ENST00000612856.4;ENST00000434658.6;ENST00000369641.7;ENST00000393572.5;ENST00000449971.5;ENST00000416319.5;ENST00000426266.5;ENST00000440318.5;ENST00000457212.5;ENST00000412894.5;ENST00000421517.5;ENST00000497506.5;ENST00000442929.1;ENST00000492763.1;ENST00000433619.2","2539;2539;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343","0;0;0;0;0;0;0;0;-4456;0;0;0;0;0;0;-47;0;0;0;0;0;0;0"
"3475","chr1",156601239,156601639,401,"*",4.68513269480884,4.12673775822831,5.08670066276203,-0.995069582858168,0.00206965369956588,0.0111161296633284,"Promoter (<=1kb)",1,156594301,156601479,7179,2,"54865","ENST00000368232.9",0,"ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene)","ENST00000679913.1;ENST00000680087.1;ENST00000681734.1;ENST00000679369.1;ENST00000681645.1;ENST00000680269.1;ENST00000681922.1;ENST00000680661.1;ENST00000681054.1;ENST00000681523.1;ENST00000680004.1;ENST00000679702.1;ENST00000680529.1;ENST00000681825.1;ENST00000368232.9;ENST00000438976.7;ENST00000415314.7;ENST00000494414.1;ENST00000497287.5;ENST00000463513.5;ENST00000498641.1;ENST00000529520.5;ENST00000473910.5;ENST00000531129.5;ENST00000474904.5;ENST00000498756.5;ENST00000506832.6;ENST00000527691.5;ENST00000531900.1;ENST00000525375.1","128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3115;-2193;0;-4734;-4737;0;0;0;0;0;0;0;0"
"2881","chr2",97094247,97094647,401,"*",4.06722782559568,3.32362081263301,4.55549164242351,-1.26276812251852,0.00129072221369582,0.00836288354876374,"Promoter (<=1kb)",2,97083890,97094820,10931,2,"151313","ENST00000474849.1",173,"ENSG00000144199","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B","ENST00000272610.3;ENST00000414820.6;ENST00000474849.1;ENST00000463096.5;ENST00000468548.1;ENST00000483657.1","151313;151313;151313;151313;151313;151313","0;0;0;0;0;0"
"121","chr11",65134510,65134910,401,"*",5.41794695989999,4.64238103012092,5.91960578096698,-1.31297478368804,1.26288708498239e-06,0.000193314887803657,"Promoter (<=1kb)",11,65127279,65134519,7241,2,"84447","ENST00000377190.8",0,"ENSG00000162298","SYVN1","synoviolin 1","ENST00000610479.1;ENST00000530451.1;ENST00000377190.8;ENST00000294256.12;ENST00000307289.10;ENST00000449943.5;ENST00000526060.5;ENST00000527765.1;ENST00000526121.5;ENST00000531018.5;ENST00000532771.5;ENST00000529207.5;ENST00000527142.5;ENST00000528487.1;ENST00000525874.1;ENST00000533685.1","102465449;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447","-4532;0;0;0;-30;-23;-81;-4221;-2169;-1190;-962;-1186;-894;-10;-1183;-1190"
"858","chr1",121188282,121188682,401,"*",3.58460180834941,2.32244915213126,4.24733469210195,-1.94322927751256,6.67254134818911e-05,0.00145063689962086,"Promoter (1-2kb)",1,121187102,121387966,200865,1,"653464","ENST00000304465.7",1180,"ENSG00000171943","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C","ENST00000617209.1;ENST00000367123.8;ENST00000412759.2;ENST00000613462.1;ENST00000304465.7;ENST00000369390.7;ENST00000355228.8;ENST00000619376.4;ENST00000471903.6;ENST00000452190.2;ENST00000468129.2","653464;653464;653464;653464;653464;653820;653820;653820;653820;653820;653820","0;0;0;0;0;-3942;-4371;-3968;0;-3990;-3966"
"3332","chr8",22604573,22604973,401,"*",5.03171642487001,4.51950235901663,5.40895616010536,-0.925674605679261,0.00184529095444434,0.0103392764999244,"Promoter (<=1kb)",8,22604757,22620471,15715,1,"57805","ENST00000308511.9",0,"ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2","ENST00000450780.6;ENST00000447849.2;ENST00000289989.10;ENST00000409586.7;ENST00000614574.4;ENST00000453427.2;ENST00000475994.1;ENST00000495957.1;ENST00000308511.9;ENST00000523801.5;ENST00000521301.5;ENST00000389279.7;ENST00000521837.5;ENST00000523349.5;ENST00000518989.1;ENST00000520861.5;ENST00000430850.6","541565;541565;541565;541565;541565;541565;541565;541565;57805;57805;57805;57805;57805;57805;57805;57805;64236","0;0;4974;4972;4972;4748;2777;2570;0;0;0;-65;-527;-746;-1627;-1935;0"
"7181","chr1",200029124,200029524,401,"*",4.12888802185612,3.64174871833271,4.49240859939575,-0.884617175931306,0.0175882806566694,0.0457275708288043,"Promoter (1-2kb)",1,200027883,200039769,11887,1,"2494","ENST00000447034.1",1241,"ENSG00000116833","NR5A2","nuclear receptor subfamily 5 group A member 2","ENST00000236914.7;ENST00000474307.1;ENST00000367362.8;ENST00000447034.1","2494;2494;2494;2494","0;0;0;0"
"7431","chr17",75182743,75183143,401,"*",4.83253849822631,4.458599174218,5.12923371687193,-0.707270985775344,0.0197951815875937,0.0497342951901402,"Promoter (<=1kb)",17,75165586,75182959,17374,2,"6613","ENST00000420826.7",0,"ENSG00000188612","SUMO2","small ubiquitin like modifier 2","ENST00000420826.7;ENST00000314523.7;ENST00000578238.2","6613;6613;6613","0;0;-180"
"34","chr2",138501600,138502000,401,"*",4.89518800361836,3.80761079460481,5.50820006876617,-1.73266942040005,1.8318336180674e-07,9.83710317576663e-05,"Promoter (<=1kb)",2,138418284,138501698,83415,2,"105373637","ENST00000431985.5",0,NA,"SPOPL-DT","SPOPL divergent transcript","ENST00000431985.5;ENST00000414911.1;ENST00000280098.9;ENST00000430968.5","105373637;105373637;339745;339745","0;0;0;0"
"1747","chr3",187738945,187739345,401,"*",3.70078851343258,2.70054674004847,4.28583159627872,-1.6098572795657,0.000382996388057346,0.00409179493533806,"Promoter (1-2kb)",3,187731780,187737944,6165,2,"604","ENST00000438077.1",-1001,"ENSG00000113916","BCL6","BCL6 transcription repressor","ENST00000648485.1;ENST00000621333.4;ENST00000406870.7;ENST00000419510.6;ENST00000232014.8;ENST00000450123.6;ENST00000430339.5;ENST00000480458.5;ENST00000438077.1;ENST00000470319.1;ENST00000496823.1","122526776;604;604;604;604;604;604;604;604;604;604","0;0;0;-1857;-2376;-4063;-3998;0;-1001;0;0"
"7720","chr19",41397533,41397933,401,"*",4.85939705424291,4.49488495470749,5.15013814273547,-0.691978766927927,0.022350498947632,0.0540527800889701,"Promoter (<=1kb)",19,41397808,41422207,24400,1,"593","ENST00000538423.5",0,"ENSG00000248098","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","ENST00000593771.2;ENST00000221233.9;ENST00000602129.2;ENST00000596905.1;ENST00000593523.2;ENST00000604424.1;ENST00000540732.3;ENST00000538423.5;ENST00000269980.7;ENST00000542943.5;ENST00000457836.6","56915;56915;56915;56915;56915;593;593;593;593;593;593","-183;-174;-177;-191;-171;0;0;0;0;0;0"
"3027","chr14",74954191,74954591,401,"*",4.35808446012243,3.70150382398881,4.80764047328911,-1.13933115347781,0.00144470744794692,0.00890939835904267,"Promoter (<=1kb)",14,74942494,74954234,11741,2,"5228","ENST00000557748.5",0,"ENSG00000119630","PGF","placental growth factor","ENST00000555567.6;ENST00000553716.5;ENST00000238607.10;ENST00000557748.5;ENST00000405431.2;ENST00000556939.5;ENST00000555234.1","5228;5228;5228;5228;5228;5228;5228","0;0;0;0;0;0;0"
"8096","chr16",527346,527746,401,"*",3.83431616778842,3.32486515148013,4.21006215564109,-0.917670854099363,0.0263969555274332,0.0608746782507797,"Promoter (<=1kb)",16,525155,527407,2253,2,"64493","ENST00000622160.1",0,NA,"LINC00235","long intergenic non-protein coding RNA 235","ENST00000622160.1;ENST00000219611.7;ENST00000562370.5;ENST00000567216.5;ENST00000568988.5;ENST00000262305.9;ENST00000434585.5;ENST00000450428.5","64493;6650;6650;6650;6650;9727;9727;9727","0;0;0;-2;-77;101697;100967;52496"
"278","chr6",42453050,42453450,401,"*",4.98877656385699,4.17048283853131,5.50770213990492,-1.37153033530304,7.21171219474392e-06,0.000481347730131307,"Promoter (<=1kb)",6,42224931,42452051,227121,2,"55809","ENST00000541110.5",-999,"ENSG00000124496","TRERF1","transcriptional regulating factor 1","ENST00000695948.1;ENST00000695966.1;ENST00000541110.5;ENST00000372922.8;ENST00000372917.9;ENST00000695947.1;ENST00000340840.6;ENST00000354325.2","55809;55809;55809;55809;55809;55809;55809;55809","0;0;0;0;0;0;-1789;-1789"
"404","chr17",47821611,47822011,401,"*",3.85762827611498,2.58448369632062,4.52324212707258,-1.96047718963362,1.46617803638411e-05,0.00067345386721453,"Promoter (<=1kb)",17,47807372,47821794,14423,2,"114881","ENST00000007414.8",0,"ENSG00000006025","OSBPL7","oxysterol binding protein like 7","ENST00000007414.8;ENST00000583167.5;ENST00000392507.7;ENST00000579728.5;ENST00000613735.4;ENST00000580140.5;ENST00000580808.1;ENST00000584698.1;ENST00000580226.5;ENST00000585051.1;ENST00000351111.7;ENST00000290208.11;ENST00000414011.1;ENST00000421763.5;ENST00000466016.5","114881;114881;114881;114881;114881;114881;114881;114881;114881;114881;124995;124995;124995;124995;124995","0;-4610;0;-753;0;0;-4687;-2473;0;0;9530;7662;9523;9519;9512"
"3289","chrX",154762930,154763330,401,"*",4.24730611945991,3.58239014006544,4.70071788124159,-1.15099729451687,0.00180058156369844,0.0102175570303902,"Promoter (<=1kb)",23,154762951,154777663,14713,1,"1736","ENST00000696587.1",0,"ENSG00000130826","DKC1","dyskerin pseudouridine synthase 1","ENST00000620277.4;ENST00000413910.6;ENST00000426673.6;ENST00000475423.1;ENST00000696575.1;ENST00000696576.1;ENST00000696577.1;ENST00000696578.1;ENST00000696579.1;ENST00000369550.10;ENST00000696580.1;ENST00000696581.1;ENST00000696582.1;ENST00000696583.1;ENST00000473552.1;ENST00000696627.1;ENST00000696628.1;ENST00000696584.1;ENST00000696585.1;ENST00000696586.1;ENST00000696587.1;ENST00000696588.1;ENST00000437719.5;ENST00000412124.5;ENST00000484317.6;ENST00000696589.1;ENST00000696590.1","1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736;1736","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-909;-1597;-3686;-4547;-4557;-4708"
"6612","chr13",19957544,19957944,401,"*",3.70118617351687,3.08980730761591,4.12925265642692,-1.06987321447796,0.0136185545885934,0.038452752788325,"Promoter (<=1kb)",13,19958677,20019963,61287,1,"7750","ENST00000382881.7",-733,"ENSG00000121741","ZMYM2","zinc finger MYM-type containing 2","ENST00000382881.7;ENST00000382874.6;ENST00000610343.5;ENST00000382871.3;ENST00000620447.1","7750;7750;7750;7750;7750","0;0;0;0;-1915"
"3533","chr17",30709984,30710384,401,"*",3.64365059439583,2.80579331950473,4.17024639817696,-1.39114075040995,0.00218167558809608,0.0115232685666805,"Promoter (<=1kb)",17,30709608,30768876,59269,1,"440423","ENST00000579526.5",376,NA,"SUZ12P1","SUZ12 pseudogene 1","ENST00000578070.5;ENST00000579526.5","440423;440423","0;0"
"7517","chr12",64222133,64222533,401,"*",4.85711290788388,4.49064631653678,5.14909365539196,-0.695170859795672,0.0204312670160048,0.0507390688166189,"Promoter (<=1kb)",12,64186316,64222265,35950,2,"144577","ENST00000311915.12",0,"ENSG00000174206","KICS2","KICSTOR subunit 2","ENST00000311915.12;ENST00000398055.8;ENST00000544871.1;ENST00000540673.1","144577;144577;144577;144577","0;0;0;0"
"332","chr16",70251757,70252157,401,"*",4.6431690856189,3.69791431433289,5.20941159486114,-1.54349772904568,9.66604103381066e-06,0.00054095263316147,"Promoter (<=1kb)",16,70246778,70251940,5163,2,"118460","ENST00000435634.3",0,"ENSG00000223496","EXOSC6","exosome component 6","ENST00000435634.3;ENST00000675643.1;ENST00000674963.1;ENST00000675917.1;ENST00000674691.1;ENST00000261772.13;ENST00000675270.1;ENST00000676004.1;ENST00000675691.1;ENST00000675953.1;ENST00000676040.1;ENST00000676211.1;ENST00000676209.1;ENST00000675569.1;ENST00000674512.1;ENST00000674652.1;ENST00000674811.1;ENST00000675120.1;ENST00000675133.1;ENST00000675035.1;ENST00000675045.1;ENST00000675403.1;ENST00000676168.1;ENST00000676212.1;ENST00000675588.1;ENST00000565361.3;ENST00000675853.1;ENST00000569825.2;ENST00000675751.1;ENST00000674768.1;ENST00000675297.1;ENST00000674848.1;ENST00000674962.1;ENST00000675371.1;ENST00000675986.1;ENST00000676247.1;ENST00000676065.1;ENST00000564359.6","118460;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16","0;0;0;0;37550;37349;27166;37375;37390;37390;37390;37390;37398;37400;37398;37398;37398;37398;37398;37400;37400;37400;37400;37400;3028;37400;37400;2976;37390;37398;37398;37400;37400;37400;37400;37422;4173;37400"
"10467","chr19",55301751,55302151,401,"*",3.90708655407446,3.52313953688913,4.21003358745376,-0.721192968580835,0.067969605458889,0.121223606336047,"Promoter (<=1kb)",19,55302066,55304073,2008,1,"84446","ENST00000591774.5",0,"ENSG00000160469","BRSK1","BR serine/threonine kinase 1","ENST00000590333.5;ENST00000309383.6;ENST00000585418.1;ENST00000591774.5;ENST00000326848.7;ENST00000586626.1;ENST00000588584.1","84446;84446;84446;84446;84446;84446;84446","0;0;0;0;0;-995;0"
"389","chr16",86508694,86509094,401,"*",3.64292253685051,2.16843236687537,4.35674102599754,-2.20304496202384,1.36146795347438e-05,0.000651933693106001,"Promoter (<=1kb)",16,86474529,86508860,34332,2,"400550","ENST00000595886.1",0,"ENSG00000268388","FENDRR","FOXF1 adjacent non-coding developmental regulatory RNA","ENST00000262426.6;ENST00000595886.1;ENST00000659545.1;ENST00000667117.1;ENST00000659025.1;ENST00000662100.1;ENST00000671115.1;ENST00000659486.1;ENST00000669311.1;ENST00000598996.3;ENST00000593604.2;ENST00000599749.5;ENST00000597578.1","2294;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550;400550","-1433;0;0;0;0;0;0;0;0;0;0;0;0"
